# Z1 Z2     a1   b1[1/Ang]  a2     b2[1/Ang]   a3    b3[1/Ang] error(V>30) error(V>10)
18 32  0.18640  28.32032  0.58527  7.38383  0.22833  2.99361  2.38%  3.43%
18 33  0.13807  35.01628  0.58679  8.35074  0.27514  3.13137  2.65%  4.17%
18 34  0.09996  44.34779  0.59049  9.24977  0.30955  3.22546  2.99%  4.94%
18 35  0.16281  32.36551  0.61138  7.80816  0.22581  2.82845  1.58%  1.87%
18 36  0.22821  25.66791  0.62678  6.70510  0.14501  2.32781  1.32%  1.50%
18 37  0.18946  29.84624  0.64035  7.23185  0.17019  2.45778  1.17%  1.50%
18 38  0.16506  33.59125  0.64228  7.64648  0.19266  2.58200  1.43%  2.40%
18 39  0.13429  38.70531  0.63023  8.35404  0.23548  2.83071  1.63%  2.62%
18 40  0.11543  43.33417  0.61656  8.88373  0.26800  3.01155  1.41%  3.02%
18 41  0.09988  48.21359  0.60010  9.45958  0.30002  3.17478  1.38%  2.84%
18 42  0.09076  51.27384  0.58272  9.95323  0.32652  3.31532  1.25%  2.78%
18 43  0.07670  58.08643  0.56684 10.58058  0.35646  3.46496  1.24%  2.06%
18 44  0.06429  66.21153  0.55884 11.15412  0.37688  3.55378  1.21%  2.12%
18 45  0.05263  77.80061  0.55418 11.71487  0.39319  3.62063  1.29%  2.25%
18 46  0.05117  79.60218  0.55591 11.83468  0.39292  3.61619  1.24%  2.38%
18 47  0.12894  37.44550  0.53944  9.83810  0.33161  3.38308  1.39%  1.40%
18 48  0.43752  16.44833  0.38723  5.64613  0.17525  2.83829  1.43%  1.37%
18 49  0.37906  18.33621  0.42856  6.27472  0.19238  2.84387  1.54%  1.77%
18 50  0.30024  21.52342  0.47819  7.21002  0.22157  2.90995  1.74%  2.41%
18 51  0.16902  32.42406  0.56587  8.91217  0.26511  3.01745  1.68%  2.75%
18 52  0.12954  40.34115  0.59362  9.53986  0.27683  3.04310  1.95%  3.69%
18 53  0.22498  26.90841  0.55187  8.06319  0.22314  2.79217  1.35%  1.35%
18 54  0.36489  19.50445  0.49037  6.29966  0.14474  2.36671  1.01%  0.92%
18 55  0.22979  28.80807  0.61543  7.20213  0.15478  2.48014  1.01%  0.98%
18 56  0.22092  29.92892  0.61583  7.37577  0.16324  2.58716  1.26%  1.56%
18 57  0.20628  31.05238  0.58042  8.03037  0.21330  2.72615  1.13%  1.66%
18 58  0.33546  21.46856  0.56359  6.12228  0.10096  2.33084  1.53%  1.65%
18 59  0.37279  19.72774  0.54730  5.76425  0.07991  2.22468  1.74%  1.73%
18 60  0.38562  19.27575  0.54627  5.62829  0.06811  2.16147  1.74%  1.82%
18 61  0.40042  18.68810  0.54101  5.50719  0.05857  2.09907  1.82%  1.93%
18 62  0.41334  18.19663  0.53573  5.41270  0.05093  2.04169  1.99%  2.15%
18 63  0.42498  17.74872  0.53089  5.33130  0.04413  1.98050  2.13%  2.35%
18 64  0.36547  19.38870  0.53581  6.04892  0.09872  2.67167  1.95%  2.28%
18 65  0.42671  17.84387  0.53501  5.32282  0.03828  1.93938  2.53%  2.79%
18 66  0.41566  18.33593  0.54388  5.41363  0.04046  1.99139  2.50%  2.77%
18 67  0.39578  19.25019  0.55770  5.57605  0.04652  2.09066  2.25%  2.48%
18 68  0.37259  20.36839  0.57007  5.79626  0.05734  2.22524  2.23%  2.25%
18 69  0.28675  26.18914  0.62004  6.58861  0.09321  2.51658  1.35%  1.40%
18 70  0.26213  26.85706  0.63604  6.92972  0.10183  2.52162  0.88%  1.25%
18 71  0.22970  29.85815  0.61882  7.40731  0.15149  2.93086  0.80%  1.19%
18 72  0.21067  34.54670  0.61057  7.82426  0.17876  3.12653  0.86%  2.01%
18 73  0.19502  36.81431  0.60081  8.20445  0.20417  3.26821  0.89%  2.15%
18 74  0.18207  38.85470  0.58985  8.57109  0.22807  3.39287  0.87%  2.00%
18 75  0.16969  41.04928  0.58067  8.93528  0.24964  3.49666  0.84%  1.64%
18 76  0.15815  43.35650  0.57503  9.27340  0.26682  3.57066  0.82%  1.57%
18 77  0.15636  43.63718  0.57160  9.38747  0.27204  3.58263  0.78%  1.86%
18 78  0.15325  44.68390  0.58428  9.36849  0.26247  3.49630  0.91%  2.55%
18 79  0.19296  37.12511  0.59024  8.51376  0.21680  3.24237  0.83%  1.06%
18 80  0.26404  27.22751  0.56663  7.51038  0.16934  2.98174  1.15%  1.18%
18 81  0.26339  27.43457  0.57772  7.45708  0.15889  2.88714  1.17%  1.19%
18 82  0.20177  34.74917  0.61697  8.23564  0.18126  2.92742  1.18%  1.86%
18 83  0.18512  37.61734  0.62756  8.49356  0.18731  2.93935  1.37%  2.45%
18 84  0.16578  41.32406  0.63991  8.79560  0.19431  2.95047  1.72%  3.24%
18 85  0.20639  34.72229  0.63284  8.10529  0.16077  2.72788  1.03%  1.29%
18 86  0.26593  28.12195  0.61232  7.29605  0.12175  2.42688  0.78%  0.86%
18 87  0.24525  30.38005  0.62848  7.51068  0.12628  2.43132  0.92%  0.86%
18 88  0.21940  33.57792  0.64282  7.84995  0.13778  2.52049  0.77%  1.77%
18 89  0.19426  34.83071  0.65299  8.23215  0.15275  2.62670  0.98%  1.66%
18 90  0.17443  38.15157  0.66103  8.55886  0.16454  2.70367  1.11%  1.76%
18 91  0.31342  23.37883  0.53194  7.21318  0.15464  2.98416  1.41%  2.22%
18 92  0.33297  23.29607  0.51445  7.01573  0.15258  3.03829  1.72%  3.19%
19 19  0.31511  15.60216  0.46266  6.39359  0.22223  2.48044  1.79%  1.78%
19 20  0.32885  15.66057  0.45062  6.25290  0.22053  2.56513  1.70%  1.55%
19 21  0.25742  18.08488  0.46761  7.14326  0.27498  2.89316  1.68%  1.76%
19 22  0.21934  20.17129  0.46813  7.68864  0.31254  3.15139  1.72%  2.01%
19 23  0.22086  20.75311  0.44961  7.71987  0.32953  3.33107  1.78%  2.36%
19 24  0.23000  20.76373  0.41724  7.75173  0.35276  3.51227  2.10%  3.00%
19 25  0.30582  18.31404  0.40304  6.36289  0.29113  3.50235  2.18%  3.86%
19 26  0.29517  18.79959  0.32635  6.99685  0.37848  3.82270  2.08%  3.18%
19 27  0.17692  23.77638  0.32249 10.12360  0.50059  4.15151  1.89%  2.58%
19 28  0.27854  19.91527  0.32290  7.38645  0.39856  3.91575  1.95%  3.30%
19 29  0.29917  19.68519  0.46737  6.20222  0.23346  3.35702  1.96%  2.75%
19 30  0.29462  20.55955  0.60178  5.70513  0.10360  2.50266  1.79%  1.74%
19 31  0.23534  24.21232  0.59830  6.53409  0.16636  2.77997  1.88%  2.10%
19 32  0.17522  29.45845  0.59293  7.57391  0.23185  3.01801  2.19%  2.82%
19 33  0.11786  38.45593  0.59051  8.79887  0.29163  3.21644  2.74%  4.08%
19 34  0.12186  38.59797  0.60459  8.65805  0.27354  3.10676  2.38%  2.64%
19 35  0.17524  30.72673  0.62006  7.57598  0.20471  2.74816  1.46%  1.98%
19 36  0.20044  28.44108  0.63880  7.07911  0.16076  2.44765  1.18%  1.45%
19 37  0.17896  31.32032  0.64726  7.39440  0.17378  2.50444  1.26%  1.59%
19 38  0.17563  31.73700  0.63814  7.55897  0.18623  2.57979  1.08%  1.21%
19 39  0.14316  36.90492  0.62386  8.29752  0.23298  2.85430  1.27%  1.91%
19 40  0.11830  42.01648  0.60659  8.99095  0.27511  3.07925  1.23%  2.84%
19 41  0.09234  50.37172  0.59148  9.82147  0.31618  3.27485  1.44%  3.46%
19 42  0.07394  59.59551  0.57465 10.60748  0.35141  3.44547  1.39%  3.80%
19 43  0.05265  79.62928  0.55553 11.62977  0.39183  3.62940  1.55%  3.98%
19 44  0.04340  95.90744  0.54780 12.19688  0.40880  3.70240  1.50%  5.53%
19 45  0.56154  13.86546  0.43846  3.80883  0.00000  0.00000  1.98%  6.55%
19 46  0.58388  13.37189  0.41612  3.71570  0.00000  0.00000  1.60%  3.20%
19 47  0.11921  39.72786  0.54237 10.13492  0.33842  3.43101  1.39%  1.38%
19 48  0.49427  15.28160  0.40689  4.83840  0.09885  2.48443  1.21%  1.11%
19 49  0.41122  17.39936  0.42095  5.92217  0.16783  2.74721  1.32%  1.30%
19 50  0.29483  21.81836  0.48709  7.29852  0.21808  2.89954  1.50%  1.86%
19 51  0.15914  33.87792  0.57521  9.09267  0.26565  3.03444  1.62%  2.47%
19 52  0.16995  32.70329  0.57779  8.89059  0.25226  2.95888  1.54%  2.17%
19 53  0.25922  24.40705  0.53789  7.63620  0.20288  2.71596  1.12%  1.46%
19 54  0.34407  20.38903  0.50491  6.55630  0.15101  2.41795  0.97%  0.95%
19 55  0.26430  25.73709  0.59793  6.84483  0.13777  2.41119  0.97%  0.90%
19 56  0.25694  26.43892  0.59708  6.99147  0.14598  2.52963  1.07%  1.12%
19 57  0.20389  31.19233  0.58269  8.11924  0.21342  2.74575  0.98%  1.83%
19 58  0.34854  20.98123  0.55673  6.01837  0.09474  2.33912  1.52%  1.51%
19 59  0.37023  20.06130  0.54964  5.79760  0.08013  2.28730  1.74%  1.68%
19 60  0.38643  19.43557  0.54545  5.64063  0.06812  2.22922  1.85%  1.77%
19 61  0.39631  19.08429  0.54327  5.55493  0.06042  2.19398  1.96%  1.96%
19 62  0.40114  18.91953  0.54293  5.52308  0.05593  2.18203  2.17%  2.19%
19 63  0.40910  18.60873  0.54059  5.46766  0.05031  2.14662  2.30%  2.41%
19 64  0.35910  19.85573  0.52971  6.17625  0.11119  2.83203  1.99%  2.48%
19 65  0.37903  19.95817  0.56162  5.73796  0.05935  2.29879  2.05%  2.03%
19 66  0.35493  21.25282  0.57670  5.95123  0.06837  2.40664  1.77%  1.70%
19 67  0.33032  22.76496  0.58898  6.19769  0.08070  2.52638  1.70%  1.60%
19 68  0.29295  25.51585  0.60627  6.59734  0.10078  2.67103  1.61%  1.55%
19 69  0.25179  29.61050  0.63271  7.02067  0.11550  2.72327  1.06%  1.07%
19 70  0.29794  24.14408  0.61630  6.59546  0.08575  2.42563  1.31%  1.51%
19 71  0.23204  29.81275  0.61736  7.41077  0.15059  2.95524  0.66%  1.11%
19 72  0.21148  34.46881  0.60467  7.88667  0.18384  3.18909  0.71%  1.96%
19 73  0.18883  37.80397  0.59367  8.41214  0.21750  3.36973  0.93%  2.63%
19 74  0.17512  40.06237  0.58090  8.82421  0.24399  3.50379  0.86%  3.24%
19 75  0.15412  44.34074  0.57041  9.41870  0.27548  3.64431  0.97%  3.71%
19 76  0.13116  50.30246  0.56306 10.11555  0.30578  3.76269  1.20%  4.05%
19 77  0.11121  57.45704  0.56106 10.75286  0.32773  3.83608  1.57%  5.06%
19 78  0.14406  47.53572  0.58189  9.66368  0.27405  3.56593  1.30%  4.11%
19 79  0.19290  37.63943  0.58827  8.57533  0.21882  3.27241  0.90%  1.71%
19 80  0.31026  23.97147  0.54366  7.01106  0.14608  2.87315  1.29%  2.09%
19 81  0.28440  25.97529  0.56878  7.23800  0.14683  2.83107  1.15%  1.13%
19 82  0.21088  33.75844  0.61572  8.12079  0.17340  2.89449  0.99%  1.30%
19 83  0.19019  36.81047  0.62736  8.43454  0.18245  2.93047  1.24%  2.02%
19 84  0.18930  37.22999  0.63439  8.41453  0.17631  2.86806  1.29%  2.17%
19 85  0.21936  33.17534  0.63066  7.92329  0.14998  2.67617  0.85%  1.30%
19 86  0.26848  28.02255  0.61280  7.27990  0.11872  2.42504  0.75%  0.73%
19 87  0.24936  30.13960  0.62869  7.46948  0.12195  2.41717  0.93%  1.17%
19 88  0.22954  32.29940  0.63528  7.77800  0.13518  2.52821  0.59%  0.68%
19 89  0.20082  33.80415  0.64821  8.19585  0.15096  2.63774  0.76%  1.69%
19 90  0.17018  38.70571  0.66206  8.67436  0.16776  2.74277  1.10%  2.38%
19 91  0.32258  22.72519  0.51313  7.25740  0.16429  3.09200  1.49%  2.95%
19 92  0.35300  22.02940  0.48345  6.98795  0.16355  3.16036  1.98%  3.57%
20 20  0.33687  15.36893  0.42437  6.34159  0.23876  2.71421  1.65%  1.51%
20 21  0.15327  23.39985  0.50954  8.60301  0.33719  3.17011  1.72%  2.20%
20 22  0.14346  24.76009  0.47960  9.05837  0.37694  3.44464  1.83%  2.91%
20 23  0.16232  23.68009  0.42724  9.17927  0.41044  3.66904  1.87%  4.06%
20 24  0.10625  28.37586  0.41822 10.83475  0.47553  3.94325  2.28%  4.74%
20 25  0.06962  32.70613  0.40000 12.44128  0.53039  4.18822  1.89%  4.92%
20 26  0.41335  15.77020  0.58665  4.40445  0.00000  0.00000  1.66%  4.52%
20 27  0.41737  15.68936  0.58263  4.41782  0.00000  0.00000  1.79%  5.10%
20 28  0.09172  32.83396  0.38089 12.07391  0.52739  4.26844  2.16%  3.88%
20 29  0.26501  21.31269  0.45692  6.80812  0.27806  3.50614  2.00%  2.98%
20 30  0.28251  21.16501  0.60097  5.89571  0.11652  2.60201  1.71%  1.69%
20 31  0.21345  25.79644  0.59527  6.90923  0.19127  2.92697  1.99%  2.43%
20 32  0.15013  32.41631  0.58869  8.09864  0.26118  3.17448  2.46%  4.13%
20 33  0.11856  38.14930  0.59108  8.80232  0.29036  3.25387  2.65%  5.16%
20 34  0.11954  38.66512  0.60618  8.71446  0.27428  3.15413  2.26%  3.98%
20 35  0.14078  35.45451  0.62651  8.16654  0.23271  2.92090  1.85%  4.53%
20 36  0.17556  31.11447  0.64421  7.46478  0.18023  2.60517  1.43%  2.16%
20 37  0.17725  31.15960  0.63929  7.52673  0.18346  2.60889  1.16%  1.35%
20 38  0.16233  33.27346  0.62987  7.91837  0.20780  2.73223  1.09%  1.07%
20 39  0.11785  41.78292  0.61531  8.97877  0.26684  3.03956  1.49%  3.81%
20 40  0.08646  52.82827  0.59605  9.94784  0.31749  3.29299  1.66%  5.09%
20 41  0.61968  12.26741  0.38032  3.54014  0.00000  0.00000  2.57%  6.01%
20 42  0.58446  13.13567  0.41554  3.70893  0.00000  0.00000  2.54%  7.20%
20 43  0.55152  14.02889  0.44848  3.86714  0.00000  0.00000  2.49%  8.49%
20 44  0.52167  15.14925  0.47833  3.98150  0.00000  0.00000  3.38% 10.24%
20 45  0.53274  14.89145  0.46726  3.94524  0.00000  0.00000  2.82%  9.00%
20 46  0.56640  13.95829  0.43360  3.81309  0.00000  0.00000  1.81%  5.38%
20 47  0.09506  48.40586  0.55600 10.66988  0.34894  3.48938  1.18%  1.14%
20 48  0.49195  15.38420  0.40022  4.95058  0.10783  2.54697  1.15%  1.19%
20 49  0.35278  19.27776  0.44649  6.68272  0.20073  2.89174  1.34%  1.36%
20 50  0.21256  27.51667  0.53929  8.34112  0.24815  3.03747  1.76%  2.60%
20 51  0.12618  40.53167  0.59327  9.67958  0.28055  3.12337  1.93%  3.59%
20 52  0.15960  34.26983  0.58406  9.08672  0.25633  3.00855  1.48%  3.17%
20 53  0.21219  28.27855  0.56715  8.25225  0.22066  2.82851  1.35%  3.45%
20 54  0.31158  21.96423  0.52401  6.94661  0.16442  2.52378  1.01%  1.17%
20 55  0.27830  24.66211  0.57986  6.80368  0.14184  2.49459  1.06%  1.01%
20 56  0.24740  27.25162  0.59145  7.21147  0.16115  2.67896  1.20%  1.56%
20 57  0.15646  37.57782  0.59700  9.01414  0.24654  2.92848  1.37%  3.22%
20 58  0.36662  20.15223  0.53680  5.93674  0.09658  2.44101  1.71%  1.95%
20 59  0.39748  18.92537  0.52452  5.63748  0.07800  2.37364  1.96%  1.88%
20 60  0.41878  18.18418  0.51867  5.43095  0.06255  2.29269  2.17%  2.02%
20 61  0.42322  18.05527  0.51874  5.40110  0.05805  2.29431  2.28%  2.16%
20 62  0.41353  18.42438  0.52413  5.50886  0.06234  2.37893  2.26%  2.13%
20 63  0.39205  19.30812  0.53549  5.71796  0.07246  2.50662  2.12%  2.01%
20 64  0.22452  28.80532  0.55057  7.96720  0.22490  3.47814  1.34%  2.38%
20 65  0.32067  23.21065  0.57133  6.41227  0.10801  2.82059  1.61%  1.94%
20 66  0.29667  25.01158  0.58449  6.65974  0.11884  2.89883  1.39%  1.57%
20 67  0.27060  27.26151  0.59697  6.95981  0.13243  2.97550  1.44%  1.59%
20 68  0.24475  30.00362  0.61421  7.24539  0.14104  2.99526  1.28%  1.25%
20 69  0.23916  31.05640  0.63670  7.19633  0.12414  2.81988  0.99%  0.94%
20 70  0.36175  20.24559  0.57804  6.05366  0.06021  2.19884  1.63%  2.08%
20 71  0.19808  34.23014  0.61204  8.04524  0.18988  3.20553  0.96%  2.13%
20 72  0.18321  38.72475  0.59024  8.55849  0.22655  3.44416  0.94%  3.74%
20 73  0.15268  44.58630  0.57680  9.35558  0.27053  3.65026  1.42%  5.14%
20 74  0.12191  53.01407  0.56303 10.31298  0.31506  3.83916  2.00%  5.91%
20 75  0.10745  58.20732  0.54939 10.95607  0.34316  3.95314  1.94%  7.54%
20 76  0.08039  73.73162  0.54019 12.07554  0.37942  4.08402  2.68%  7.98%
20 77  0.09283  66.03512  0.54929 11.54191  0.35788  3.98466  2.09%  7.35%
20 78  0.12268  54.04956  0.57926 10.30104  0.29807  3.67602  1.62%  5.96%
20 79  0.16850  42.34849  0.59777  9.03786  0.23372  3.33732  1.06%  2.74%
20 80  0.30376  24.51910  0.54948  7.08750  0.14677  2.89412  1.21%  2.31%
20 81  0.26219  28.05261  0.58420  7.48637  0.15362  2.88777  1.03%  0.96%
20 82  0.18749  37.24437  0.62444  8.51632  0.18807  2.98934  1.42%  2.31%
20 83  0.17690  39.38928  0.63243  8.67102  0.19066  3.00401  1.66%  3.89%
20 84  0.18418  38.24151  0.63676  8.51233  0.17906  2.91512  1.40%  3.21%
20 85  0.21077  34.46787  0.63418  8.06638  0.15506  2.74210  1.02%  3.63%
20 86  0.26020  28.93925  0.61765  7.39139  0.12214  2.48439  0.78%  0.84%
20 87  0.26299  28.71048  0.61674  7.37851  0.12027  2.43948  0.81%  0.89%
20 88  0.21468  34.32789  0.63986  8.02461  0.14547  2.63267  0.65%  1.25%
20 89  0.17020  38.65817  0.65985  8.69294  0.16994  2.78801  1.24%  2.88%
20 90  0.14793  43.27963  0.66667  9.11137  0.18540  2.88198  1.43%  4.98%
20 91  0.21561  30.66487  0.55349  8.78236  0.23090  3.45683  1.27%  1.68%
20 92  0.19082  36.25981  0.54949  9.33340  0.25969  3.63023  1.69%  2.86%
21 21  0.55752  11.94763  0.44248  3.60605  0.00000  0.00000  2.36%  4.30%
21 22  0.04526  39.06137  0.47334 11.93724  0.48140  3.87144  2.04%  6.30%
21 23  0.45860  14.24827  0.54140  4.15280  0.00000  0.00000  2.24%  7.64%
21 24  0.40027  16.59446  0.59973  4.39387  0.00000  0.00000  2.64%  8.84%
21 25  0.36345  18.15109  0.63655  4.59016  0.00000  0.00000  2.52%  9.85%
21 26  0.36318  18.14532  0.63682  4.63495  0.00000  0.00000  2.43% 11.02%
21 27  0.37069  17.89156  0.62931  4.63076  0.00000  0.00000  2.07%  9.40%
21 28  0.05634  39.83452  0.38949 13.45283  0.55417  4.39689  2.04%  6.29%
21 29  0.22834  23.12357  0.42522  7.71332  0.34644  3.75304  1.91%  4.24%
21 30  0.24445  23.29203  0.57019  6.57261  0.18536  3.04512  1.79%  1.85%
21 31  0.17717  29.01585  0.57500  7.65880  0.24783  3.23008  2.30%  3.59%
21 32  0.12570  35.87845  0.56999  8.79772  0.30431  3.40384  2.81%  6.37%
21 33  0.11047  39.51070  0.57859  9.13451  0.31094  3.39981  2.65%  6.63%
21 34  0.09026  46.22747  0.59279  9.55187  0.31695  3.38716  2.94%  5.47%
21 35  0.11695  39.90828  0.61558  8.77195  0.26747  3.14452  2.33%  6.31%
21 36  0.15444  33.58426  0.63279  7.95557  0.21276  2.84714  1.47%  2.31%
21 37  0.14652  35.01469  0.62752  8.20062  0.22596  2.90086  1.35%  1.76%
21 38  0.13140  37.86035  0.61318  8.68819  0.25542  3.04618  1.31%  2.87%
21 39  0.08140  53.85064  0.59357 10.15176  0.32503  3.36390  2.06%  5.79%
21 40  0.60455  12.59060  0.39545  3.64353  0.00000  0.00000  2.86%  8.11%
21 41  0.56818  13.56701  0.43182  3.80176  0.00000  0.00000  3.10% 10.61%
21 42  0.53379  14.64285  0.46621  3.95777  0.00000  0.00000  3.67% 13.39%
21 43  0.48274  16.50858  0.51726  4.17647  0.00000  0.00000  4.67% 13.72%
21 44  0.48363  16.65062  0.51637  4.17162  0.00000  0.00000  4.80% 14.77%
21 45  0.50821  15.79740  0.49179  4.08415  0.00000  0.00000  3.71% 13.41%
21 46  0.02541 168.66926  0.53414 13.68916  0.44044  3.88599  2.07%  7.90%
21 47  0.06898  63.09007  0.56157 11.44549  0.36945  3.60143  1.07%  1.84%
21 48  0.42028  17.11551  0.37898  6.10814  0.20074  3.00614  1.22%  1.11%
21 49  0.27246  23.07363  0.48599  7.71476  0.24155  3.09940  1.45%  2.25%
21 50  0.15671  34.74291  0.56515  9.24827  0.27814  3.20756  2.06%  4.37%
21 51  0.10715  46.69491  0.59525 10.16895  0.29760  3.24538  2.04%  4.63%
21 52  0.13515  38.95555  0.58962  9.61196  0.27523  3.14367  1.65%  5.14%
21 53  0.16467  34.10543  0.58577  9.05106  0.24956  3.01194  1.68%  4.92%
21 54  0.24604  25.99259  0.55124  7.85796  0.20272  2.77102  1.01%  1.52%
21 55  0.24140  27.48472  0.57614  7.44527  0.18246  2.80411  1.27%  1.72%
21 56  0.20715  30.90655  0.57919  8.02901  0.21366  3.03854  1.58%  3.40%
21 57  0.11317  47.17590  0.59473 10.14486  0.29210  3.18648  1.61%  6.58%
21 58  0.29365  24.12574  0.53212  6.97306  0.17423  3.03547  1.67%  1.58%
21 59  0.31785  22.69044  0.50788  6.77873  0.17427  3.13017  1.98%  2.10%
21 60  0.33200  21.96385  0.49529  6.66135  0.17271  3.19492  2.16%  2.27%
21 61  0.29430  24.22885  0.50424  7.17139  0.20146  3.35693  1.93%  2.15%
21 62  0.25522  27.26921  0.51869  7.70532  0.22609  3.48652  1.57%  1.78%
21 63  0.22696  30.17153  0.53179  8.09951  0.24125  3.57309  1.23%  1.30%
21 64  0.09498  57.18340  0.54703 10.89246  0.35799  4.05607  1.66%  3.85%
21 65  0.20538  33.39477  0.55151  8.34223  0.24311  3.62100  0.85%  1.12%
21 66  0.20375  34.01335  0.56445  8.28120  0.23180  3.57248  0.93%  1.06%
21 67  0.20193  34.65295  0.57678  8.23278  0.22130  3.52512  1.09%  1.11%
21 68  0.20279  35.13054  0.60038  8.05199  0.19683  3.37904  0.95%  1.08%
21 69  0.22992  32.11111  0.62314  7.46029  0.14694  3.05308  0.93%  0.90%
21 70  0.34120  21.37100  0.58242  6.29252  0.07638  2.48594  1.64%  1.82%
21 71  0.15996  40.03263  0.59426  8.93082  0.24578  3.56633  1.29%  4.70%
21 72  0.11657  54.65160  0.56521 10.41353  0.31822  3.88790  2.33%  6.24%
21 73  0.09660  62.96948  0.54762 11.29682  0.35578  4.04596  2.71%  8.05%
21 74  0.08459  69.63499  0.53259 11.99429  0.38282  4.15557  2.68% 11.27%
21 75  0.07325  77.99055  0.52110 12.66986  0.40566  4.24455  3.15% 12.19%
21 76  0.56849  14.83386  0.43151  4.30924  0.00000  0.00000  3.59% 12.13%
21 77  0.07601  77.57865  0.53648 12.38254  0.38752  4.14252  2.56% 10.50%
21 78  0.09527  66.37464  0.56758 11.28570  0.33714  3.88150  2.26%  6.98%
21 79  0.14973  46.60028  0.58930  9.56583  0.26097  3.51634  1.06%  2.28%
21 80  0.25677  28.28881  0.56805  7.69921  0.17518  3.09374  0.95%  1.22%
21 81  0.24056  30.21518  0.59032  7.81368  0.16912  3.02764  0.99%  1.88%
21 82  0.16810  40.50713  0.62409  8.93544  0.20781  3.14593  1.75%  3.82%
21 83  0.15995  42.58312  0.63229  9.04567  0.20776  3.14524  2.12%  4.36%
21 84  0.17461  40.03071  0.63418  8.75333  0.19121  3.03889  1.74%  4.75%
21 85  0.18712  38.14233  0.63846  8.49029  0.17442  2.91357  1.69%  4.64%
21 86  0.22831  32.50412  0.62786  7.86475  0.14383  2.68982  0.79%  1.32%
21 87  0.23311  31.93923  0.62520  7.82981  0.14169  2.64930  0.74%  0.78%
21 88  0.17651  40.39136  0.64581  8.72644  0.17768  2.88911  1.14%  3.57%
21 89  0.14288  44.04387  0.65732  9.31639  0.19980  3.02100  1.68%  5.99%
21 90  0.10963  54.62420  0.66493 10.03324  0.22544  3.16249  2.70%  7.61%
21 91  0.07795  67.65621  0.58417 11.88263  0.33788  3.95960  1.35%  4.17%
21 92  0.06304  89.23778  0.56183 12.96439  0.37514  4.14047  2.36%  4.35%
22 22  0.43571  14.99367  0.56429  4.21956  0.00000  0.00000  2.46%  8.56%
22 23  0.38566  17.08083  0.61434  4.46216  0.00000  0.00000  2.73% 11.20%
22 24  0.34791  19.20601  0.65209  4.63950  0.00000  0.00000  3.79% 12.46%
22 25  0.31810  21.01280  0.68190  4.80936  0.00000  0.00000  3.92% 13.82%
