# Z1 Z2     a1   b1[1/Ang]  a2     b2[1/Ang]   a3    b3[1/Ang] error(V>30) error(V>10)
51 87  0.64386  14.79202  0.28859  4.63739  0.06755  2.54150  2.24%  2.12%
51 88  0.24663  31.89441  0.55875  9.09895  0.19462  3.15959  2.75%  3.20%
51 89  0.23755  30.81060  0.56670  9.17796  0.19575  3.17104  2.45%  3.65%
51 90  0.21815  33.46616  0.58077  9.43817  0.20108  3.19811  2.38%  4.87%
51 91  0.21040  34.63872  0.57604  9.66266  0.21356  3.40779  2.23%  3.60%
51 92  0.22328  35.32320  0.56199  9.60072  0.21473  3.43901  2.20%  3.38%
52 52  0.05996  66.25367  0.61610 13.09557  0.32395  3.48173  1.94%  3.69%
52 53  0.60515  15.52933  0.15938  5.45814  0.23548  3.22040  2.07%  3.90%
52 54  0.60938  15.70545  0.28166  4.51385  0.10896  2.72274  1.94%  3.10%
52 55  0.54779  16.54656  0.32975  5.32560  0.12247  2.73876  1.86%  2.94%
52 56  0.44522  19.04602  0.38583  6.69475  0.16896  2.95006  2.10%  4.06%
52 57  0.47627  18.91421  0.31927  6.51900  0.20445  3.04068  2.41%  4.76%
52 58  0.49441  17.59955  0.39770  5.90595  0.10790  2.65094  1.87%  2.20%
52 59  0.46738  18.37510  0.41817  6.17642  0.11445  2.71733  1.88%  2.04%
52 60  0.45610  18.74510  0.42968  6.27065  0.11422  2.74409  1.75%  2.01%
52 61  0.42411  19.87801  0.45484  6.56820  0.12106  2.80835  1.68%  1.81%
52 62  0.39665  21.03346  0.47735  6.81418  0.12600  2.86133  1.60%  1.65%
52 63  0.37241  22.23581  0.49773  7.02352  0.12986  2.90744  1.50%  1.50%
52 64  0.21755  32.82408  0.59141  8.81011  0.19104  3.31171  0.82%  1.28%
52 65  0.34303  24.05148  0.52338  7.26702  0.13358  2.97773  1.33%  1.31%
52 66  0.33539  24.63940  0.52992  7.33113  0.13469  3.00794  1.28%  1.28%
52 67  0.32897  25.19671  0.53487  7.38582  0.13615  3.03880  1.22%  1.26%
52 68  0.32371  25.68624  0.53769  7.44331  0.13860  3.07237  1.18%  1.31%
52 69  0.30455  27.18833  0.54920  7.66370  0.14625  3.11963  1.04%  1.24%
52 70  0.40081  20.56185  0.47907  6.85532  0.12012  2.97806  1.48%  1.54%
52 71  0.23073  33.11604  0.58075  8.61363  0.18852  3.36283  1.16%  3.77%
52 72  0.23583  33.78664  0.56612  8.77524  0.19805  3.44462  1.17%  5.69%
52 73  0.20660  37.55372  0.58044  9.25822  0.21295  3.51455  1.61%  6.43%
52 74  0.18056  41.74172  0.59325  9.72849  0.22619  3.56866  1.95%  7.51%
52 75  0.15924  46.02486  0.60288 10.16190  0.23787  3.61080  2.26%  7.08%
52 76  0.14255  50.21452  0.61030 10.53505  0.24714  3.63878  2.55%  7.72%
52 77  0.13536  52.42220  0.61488 10.70932  0.24976  3.63284  2.53%  7.38%
52 78  0.14126  52.03352  0.61593 10.55975  0.24281  3.57404  1.96%  6.50%
52 79  0.13472  54.14343  0.62095 10.71580  0.24433  3.55295  1.67%  4.66%
52 80  0.12766  52.56206  0.62620 10.87100  0.24614  3.54471  1.55%  2.82%
52 81  0.12803  52.45671  0.62851 10.88283  0.24346  3.51696  1.36%  3.47%
52 82  0.11828  55.77246  0.63166 11.14224  0.25006  3.51571  1.62%  4.68%
52 83  0.12919  52.12758  0.62832 10.93281  0.24249  3.46396  1.33%  4.27%
52 84  0.14695  47.46173  0.62129 10.58781  0.23176  3.39215  1.63%  3.65%
52 85  0.18475  40.03512  0.60299  9.91553  0.21225  3.27698  2.20%  3.11%
52 86  0.29659  27.47292  0.52590  8.46183  0.17751  3.08505  2.92%  2.89%
52 87  0.62830  15.19557  0.30345  4.79876  0.06825  2.48427  2.13%  2.10%
52 88  0.49890  18.22332  0.36247  6.47798  0.13864  2.89007  2.66%  3.63%
52 89  0.39001  20.99739  0.44491  7.65327  0.16509  3.01382  2.81%  4.40%
52 90  0.33721  23.60393  0.48863  8.15869  0.17417  3.05756  2.68%  5.89%
52 91  0.28590  26.89291  0.51874  8.79805  0.19536  3.31620  2.69%  3.53%
52 92  0.27523  29.80082  0.52532  8.94165  0.19945  3.35980  2.59%  3.31%
53 53  0.58349  16.00388  0.19369  5.70576  0.22282  3.14499  2.33%  3.86%
53 54  0.60369  16.01469  0.34727  4.27097  0.04904  2.18329  2.12%  3.28%
53 55  0.56318  16.38306  0.36399  4.88144  0.07283  2.35538  1.97%  3.18%
53 56  0.51253  17.45472  0.37513  5.64517  0.11233  2.62760  2.17%  5.01%
53 57  0.51000  18.37773  0.34873  5.58174  0.14128  2.74470  2.47%  6.06%
53 58  0.52143  17.07603  0.39936  5.48728  0.07921  2.40194  1.83%  3.25%
53 59  0.51009  17.35413  0.40769  5.61757  0.08222  2.45597  1.78%  2.92%
53 60  0.49273  17.82141  0.42004  5.80372  0.08723  2.52054  1.68%  2.37%
53 61  0.47393  18.37656  0.43400  5.99366  0.09207  2.58141  1.60%  2.06%
53 62  0.45517  18.98245  0.44837  6.17638  0.09646  2.63754  1.53%  1.80%
53 63  0.43680  19.65507  0.46312  6.34302  0.10008  2.68736  1.47%  1.62%
53 64  0.29728  25.55745  0.54508  7.85594  0.15764  3.12142  1.52%  1.86%
53 65  0.40851  20.87183  0.48655  6.58731  0.10493  2.77017  1.39%  1.45%
53 66  0.39524  21.54081  0.49732  6.69876  0.10744  2.81051  1.37%  1.47%
53 67  0.38529  22.11854  0.50511  6.78185  0.10959  2.84749  1.36%  1.53%
53 68  0.37113  22.90972  0.51334  6.93246  0.11553  2.90286  1.34%  1.65%
53 69  0.34143  24.72979  0.53261  7.23989  0.12596  2.96842  1.24%  1.56%
53 70  0.44050  19.23172  0.46718  6.39258  0.09232  2.72693  1.47%  1.88%
53 71  0.26873  29.45246  0.56827  8.05700  0.16300  3.20723  1.55%  3.82%
53 72  0.25706  31.75973  0.56317  8.42343  0.17977  3.32963  1.67%  4.75%
53 73  0.22650  35.13864  0.57830  8.90354  0.19519  3.40546  1.73%  5.46%
53 74  0.20919  37.44654  0.58627  9.21070  0.20454  3.44623  1.48%  6.38%
53 75  0.18472  41.25985  0.59707  9.66763  0.21821  3.50319  1.61%  6.33%
53 76  0.16499  45.01439  0.60549 10.07177  0.22952  3.54532  1.80%  6.47%
53 77  0.15381  47.64246  0.61097 10.31695  0.23521  3.55759  1.90%  6.46%
53 78  0.14279  51.65021  0.61804 10.54446  0.23918  3.54647  1.69%  5.42%
53 79  0.12969  55.83425  0.62421 10.86390  0.24610  3.55437  1.76%  4.13%
53 80  0.16226  44.32182  0.61631 10.13966  0.22143  3.41692  0.92%  1.70%
53 81  0.16710  43.34362  0.61595 10.07969  0.21695  3.37567  1.15%  2.23%
53 82  0.16438  43.94801  0.61632 10.16419  0.21930  3.35773  1.26%  2.56%
53 83  0.17610  41.57564  0.60965 10.01121  0.21426  3.31823  1.69%  2.85%
53 84  0.19523  38.41938  0.59801  9.74050  0.20675  3.26213  2.09%  3.11%
53 85  0.23004  33.86514  0.57589  9.26082  0.19408  3.17934  2.47%  3.27%
53 86  0.61677  15.41372  0.31418  4.95968  0.06904  2.45760  2.35%  2.72%
53 87  0.61581  15.57641  0.32960  4.82936  0.05458  2.26300  2.16%  2.59%
53 88  0.54676  17.21677  0.35439  5.72523  0.09886  2.61886  2.91%  4.81%
53 89  0.51196  17.63159  0.36752  6.23699  0.12052  2.75489  2.83%  5.38%
53 90  0.43176  19.88082  0.42152  7.14895  0.14671  2.89368  3.00%  5.01%
53 91  0.53196  17.06908  0.33947  6.15876  0.12856  2.99524  2.35%  4.07%
53 92  0.47900  19.16575  0.37855  6.66898  0.14245  3.08471  2.35%  3.50%
54 54  0.58448  16.61964  0.37659  4.36866  0.03894  1.89860  2.61%  3.57%
54 55  0.55243  16.90536  0.39187  4.84859  0.05569  2.10692  2.33%  3.35%
54 56  0.52425  17.46645  0.39813  5.28002  0.07762  2.32702  2.32%  3.33%
54 57  0.50491  18.89029  0.38627  5.36329  0.10882  2.51030  2.46%  3.16%
54 58  0.53361  16.96472  0.40778  5.23629  0.05861  2.15279  1.71%  1.98%
54 59  0.53127  16.98941  0.40980  5.28580  0.05892  2.18601  1.57%  1.77%
54 60  0.52845  17.06592  0.41262  5.33255  0.05893  2.21761  1.45%  1.59%
54 61  0.52245  17.19791  0.41729  5.41055  0.06026  2.25851  1.38%  1.42%
54 62  0.51663  17.33008  0.42206  5.48267  0.06131  2.29553  1.34%  1.31%
54 63  0.51073  17.47874  0.42723  5.54801  0.06204  2.32879  1.34%  1.30%
54 64  0.47707  17.66472  0.42774  6.08668  0.09519  2.72993  1.53%  1.58%
54 65  0.49960  17.79541  0.43772  5.65545  0.06268  2.38445  1.46%  1.44%
54 66  0.49444  17.97103  0.44266  5.69991  0.06290  2.41007  1.53%  1.55%
54 67  0.49039  18.11068  0.44593  5.73982  0.06368  2.43963  1.63%  1.70%
54 68  0.48087  18.42824  0.45142  5.84000  0.06771  2.49278  1.64%  1.78%
54 69  0.42119  20.81375  0.49457  6.36103  0.08424  2.61622  1.37%  1.56%
54 70  0.47682  18.24105  0.45575  5.96962  0.06743  2.44469  1.30%  1.21%
54 71  0.36428  23.02014  0.52086  6.91792  0.11486  2.88853  1.19%  1.13%
54 72  0.32135  26.75902  0.53868  7.52317  0.13997  3.07752  1.24%  1.65%
54 73  0.28269  29.74922  0.55667  8.06539  0.16064  3.19475  1.08%  2.11%
54 74  0.24476  33.43379  0.57412  8.64416  0.18112  3.30094  1.01%  2.56%
54 75  0.21267  37.33570  0.58827  9.18899  0.19906  3.38690  1.06%  2.81%
54 76  0.18699  41.28597  0.59909  9.67020  0.21392  3.45257  1.24%  3.07%
54 77  0.16458  45.60866  0.60920 10.12043  0.22622  3.49791  1.42%  3.44%
54 78  0.15181  49.43259  0.61620 10.38551  0.23199  3.49841  1.30%  3.30%
54 79  0.18895  41.87701  0.60393  9.66009  0.20712  3.34708  0.85%  0.85%
54 80  0.28901  28.71702  0.54579  8.26133  0.16520  3.11413  2.36%  3.50%
54 81  0.31035  26.98102  0.52932  8.07766  0.16033  3.07064  2.49%  3.13%
54 82  0.30716  27.27076  0.52989  8.15212  0.16295  3.06353  2.52%  2.85%
54 83  0.30461  27.50118  0.52992  8.22408  0.16547  3.05633  2.59%  2.68%
54 84  0.30986  27.15723  0.52449  8.20803  0.16565  3.04007  2.62%  2.57%
54 85  0.60367  15.73534  0.32687  5.07199  0.06946  2.45105  2.22%  2.49%
54 86  0.61556  15.64767  0.34408  4.74798  0.04035  2.04306  2.52%  2.91%
54 87  0.58984  16.30428  0.35836  5.01876  0.05180  2.14003  2.23%  2.41%
54 88  0.56921  16.89409  0.36398  5.28072  0.06681  2.31420  2.65%  3.15%
54 89  0.55173  16.99111  0.36527  5.56744  0.08300  2.45859  2.47%  3.19%
54 90  0.52700  17.64085  0.37480  5.89731  0.09820  2.56884  2.26%  3.43%
54 91  0.57989  16.29832  0.34415  5.31414  0.07596  2.62363  1.97%  2.24%
54 92  0.56694  16.99059  0.35307  5.42276  0.07999  2.68234  1.82%  1.90%
55 55  0.42530  20.44424  0.50576  5.69147  0.06893  2.23944  2.11%  2.71%
55 56  0.39455  21.96830  0.52670  5.99643  0.07875  2.37363  2.09%  3.90%
55 57  0.41937  20.90410  0.46295  6.05637  0.11768  2.59619  2.40%  4.49%
55 58  0.42371  20.66517  0.52083  5.74151  0.05546  2.21384  1.30%  1.39%
55 59  0.43221  20.34532  0.51570  5.68326  0.05209  2.22508  1.20%  1.30%
55 60  0.43908  20.11314  0.51250  5.63169  0.04842  2.22323  1.16%  1.37%
55 61  0.43771  20.24134  0.51473  5.64975  0.04756  2.24953  1.06%  1.23%
55 62  0.43857  20.26894  0.51508  5.65191  0.04636  2.27021  1.02%  1.14%
55 63  0.44019  20.24464  0.51475  5.64772  0.04506  2.28704  1.06%  1.11%
55 64  0.36225  22.79467  0.54829  6.50094  0.08945  2.84156  0.90%  1.01%
55 65  0.44302  20.21102  0.51391  5.64238  0.04307  2.31965  1.14%  1.16%
55 66  0.44508  20.11822  0.51085  5.65317  0.04406  2.35773  1.11%  1.15%
55 67  0.44103  20.28102  0.51048  5.72565  0.04849  2.43021  1.15%  1.21%
55 68  0.41645  21.43756  0.52335  5.97744  0.06021  2.55273  1.09%  1.22%
55 69  0.38526  23.21218  0.54739  6.24608  0.06735  2.57224  0.81%  0.80%
55 70  0.43237  20.11774  0.52385  5.87040  0.04377  2.22087  0.81%  0.80%
55 71  0.33798  24.92851  0.55830  6.76758  0.10372  2.90717  0.96%  1.48%
55 72  0.31216  28.10561  0.55254  7.28196  0.13530  3.15923  1.25%  2.63%
55 73  0.27932  30.77223  0.55580  7.83895  0.16488  3.33590  1.36%  3.71%
55 74  0.25301  33.16456  0.55585  8.35701  0.19115  3.47904  1.36%  5.15%
55 75  0.21871  36.94921  0.55949  9.06073  0.22180  3.62678  1.63%  5.62%
55 76  0.18162  42.31880  0.56715  9.87659  0.25123  3.75229  2.07%  5.67%
55 77  0.15021  48.48084  0.57566 10.63008  0.27413  3.84017  2.73%  6.77%
55 78  0.19434  41.45636  0.57760  9.50835  0.22806  3.59904  1.19%  4.58%
55 79  0.24295  35.01776  0.57019  8.57380  0.18686  3.36347  0.91%  0.96%
55 80  0.38169  22.60446  0.49359  6.92119  0.12472  3.01456  2.51%  4.36%
55 81  0.38031  22.85509  0.50314  6.88229  0.11655  2.93290  2.37%  2.65%
55 82  0.31089  27.53618  0.55112  7.59547  0.13799  2.99745  1.76%  1.73%
55 83  0.29315  28.95484  0.56044  7.86517  0.14641  3.03421  1.73%  1.99%
55 84  0.35248  24.76700  0.52752  7.17862  0.12000  2.84728  2.06%  2.11%
55 85  0.45430  19.76935  0.46540  6.15857  0.08030  2.52158  2.25%  2.49%
55 86  0.50556  18.07829  0.43899  5.63225  0.05545  2.22679  2.38%  2.75%
55 87  0.46822  19.52811  0.46900  5.89304  0.06279  2.26264  2.64%  2.77%
55 88  0.43607  20.87958  0.48509  6.27155  0.07885  2.43887  2.44%  2.95%
55 89  0.40652  21.16239  0.50050  6.63244  0.09298  2.56299  2.42%  4.01%
55 90  0.34972  24.04856  0.53921  7.19331  0.11106  2.69892  2.62%  4.45%
55 91  0.46535  19.20660  0.44255  6.10776  0.09210  2.86122  1.88%  2.69%
55 92  0.46177  20.25169  0.44447  6.09685  0.09376  2.92626  1.66%  2.27%
56 56  0.35236  24.13186  0.54747  6.45755  0.10017  2.59947  2.90%  4.94%
56 57  0.36234  23.31022  0.48671  6.82429  0.15095  2.80822  2.89%  6.38%
56 58  0.37687  23.06278  0.54961  6.17185  0.07352  2.46926  1.29%  1.63%
56 59  0.38820  22.53511  0.54135  6.08964  0.07045  2.50109  1.01%  1.43%
56 60  0.39585  22.23553  0.53678  6.03206  0.06737  2.52211  0.89%  1.48%
56 61  0.39600  22.31845  0.53645  6.04704  0.06755  2.56732  0.85%  1.34%
56 62  0.39734  22.33957  0.53552  6.04876  0.06714  2.60419  0.87%  1.18%
56 63  0.39813  22.37680  0.53477  6.05670  0.06711  2.64118  0.87%  1.06%
56 64  0.28336  28.37451  0.56584  7.51075  0.15080  3.32736  1.05%  1.34%
56 65  0.39513  22.64215  0.53331  6.13530  0.07156  2.74160  0.84%  0.84%
56 66  0.38977  22.94703  0.53322  6.22677  0.07701  2.80354  0.81%  0.81%
56 67  0.37934  23.55330  0.53741  6.36204  0.08325  2.84987  0.84%  0.91%
56 68  0.36088  24.74268  0.54970  6.55781  0.08942  2.86876  0.72%  0.68%
56 69  0.36680  24.53061  0.55955  6.42948  0.07366  2.66734  0.74%  0.74%
56 70  0.42567  20.40919  0.53016  5.94532  0.04417  2.25620  0.95%  0.90%
56 71  0.29874  27.97359  0.56892  7.29208  0.13234  3.14463  1.31%  3.24%
56 72  0.27815  30.93343  0.55056  7.88307  0.17129  3.41691  1.47%  5.34%
56 73  0.23093  35.58999  0.55524  8.77894  0.21383  3.63224  2.29%  6.32%
56 74  0.20389  38.84627  0.55442  9.41508  0.24169  3.76578  2.44%  7.94%
56 75  0.17898  42.57030  0.55690 10.02573  0.26412  3.86390  2.57% 10.30%
56 76  0.14215  50.03163  0.56320 10.99366  0.29465  3.98663  3.65% 11.74%
56 77  0.14987  48.65367  0.56920 10.72448  0.28093  3.91586  3.03% 10.08%
56 78  0.18519  43.20676  0.57959  9.69754  0.23522  3.67654  1.65%  6.07%
56 79  0.24695  34.82656  0.57420  8.45457  0.17885  3.36212  0.91%  1.60%
56 80  0.33471  25.61477  0.53186  7.35082  0.13343  3.08863  2.08%  3.45%
56 81  0.32361  26.56598  0.54736  7.42045  0.12903  3.02859  2.08%  2.16%
56 82  0.27433  30.78689  0.58193  7.97373  0.14374  3.05559  1.65%  3.16%
56 83  0.28177  30.14905  0.57713  7.91932  0.14110  3.02967  1.55%  3.14%
56 84  0.31092  27.87511  0.56514  7.54273  0.12394  2.89221  1.89%  3.34%
56 85  0.36783  24.10371  0.53503  6.90188  0.09714  2.66598  2.25%  4.40%
56 86  0.42440  21.23088  0.50263  6.33028  0.07297  2.41673  2.41%  2.72%
56 87  0.41513  21.84465  0.51377  6.35462  0.07110  2.35510  2.49%  2.51%
56 88  0.35762  25.11393  0.54560  6.99565  0.09678  2.60361  2.64%  4.53%
56 89  0.32279  25.91399  0.56451  7.42019  0.11270  2.73061  2.87%  6.06%
56 90  0.27294  29.65025  0.59393  8.02308  0.13313  2.87470  3.60%  6.86%
56 91  0.39945  21.72855  0.45979  7.00273  0.14076  3.23421  2.14%  4.86%
56 92  0.36421  24.82592  0.46929  7.46244  0.16650  3.41023  1.91%  3.70%
57 57  0.36461  23.43603  0.43187  7.12347  0.20351  2.95152  3.11%  7.86%
57 58  0.35350  23.76799  0.50714  6.91075  0.13936  2.79885  1.73%  2.75%
57 59  0.33812  24.70287  0.51342  7.13576  0.14846  2.88507  1.59%  2.54%
57 60  0.33214  25.12632  0.51663  7.22927  0.15123  2.93319  1.48%  2.57%
57 61  0.32498  25.67077  0.52190  7.31717  0.15312  2.97452  1.39%  2.77%
57 62  0.31400  26.49562  0.52939  7.44972  0.15661  3.02245  1.36%  2.37%
57 63  0.30633  27.17064  0.53567  7.53063  0.15801  3.05841  1.36%  1.96%
57 64  0.20063  35.89207  0.57894  9.08442  0.22044  3.44517  2.03%  3.57%
57 65  0.29535  28.38902  0.54903  7.60239  0.15563  3.09280  1.39%  1.89%
57 66  0.29848  28.40681  0.55328  7.50642  0.14824  3.06964  1.30%  2.14%
57 67  0.30708  27.97082  0.55441  7.35059  0.13851  3.02675  1.05%  1.80%
57 68  0.31837  27.28523  0.55331  7.18056  0.12832  2.96896  0.84%  1.07%
57 69  0.33151  26.53292  0.55566  6.96241  0.11284  2.84978  0.74%  1.02%
57 70  0.42579  20.37776  0.49915  6.15283  0.07507  2.54425  1.06%  1.07%
57 71  0.25055  31.83589  0.56896  8.12281  0.18049  3.26876  1.75%  5.63%
57 72  0.22616  35.74188  0.55115  8.95103  0.22270  3.52479  2.21%  8.27%
57 73  0.17951  42.15050  0.56355  9.94285  0.25694  3.67853  3.20%  9.80%
57 74  0.15653  46.41062  0.56803 10.52796  0.27545  3.76076  3.66% 11.40%
57 75  0.12075  55.60819  0.57511 11.53700  0.30414  3.87858  4.72% 12.41%
57 76  0.12154  55.90685  0.58086 11.45971  0.29760  3.84008  4.46% 12.34%
57 77  0.13108  53.61401  0.58798 11.09652  0.28094  3.74946  3.71% 10.52%
57 78  0.16170  47.93660  0.59511 10.15815  0.24319  3.54101  2.65%  6.59%
57 79  0.21476  38.94780  0.58425  9.04436  0.20098  3.31180  0.80%  2.57%
57 80  0.27486  30.19452  0.55237  8.21267  0.17277  3.15808  1.22%  1.29%
57 81  0.27372  30.32807  0.55454  8.23913  0.17175  3.13862  1.39%  2.14%
57 82  0.23173  34.74976  0.58124  8.81573  0.18703  3.17927  1.45%  4.09%
57 83  0.25899  31.88606  0.56318  8.48924  0.17783  3.13049  1.52%  3.79%
57 84  0.29803  28.61818  0.54295  7.96176  0.15902  3.01066  2.08%  3.96%
57 85  0.35638  24.73900  0.51147  7.24149  0.13214  2.82898  2.52%  5.07%
57 86  0.44221  20.58055  0.46079  6.31087  0.09700  2.56472  2.19%  2.79%
57 87  0.41627  21.89476  0.48579  6.49079  0.09795  2.52042  2.13%  2.16%
57 88  0.34238  26.08855  0.52398  7.39007  0.13364  2.76674  2.61%  5.47%
57 89  0.29444  27.49695  0.54932  8.03239  0.15624  2.89291  2.98%  7.48%
57 90  0.23082  33.31891  0.58598  8.91506  0.18319  3.02903  4.09%  8.60%
57 91  0.26168  29.82402  0.53969  8.79700  0.19864  3.31753  2.80%  7.77%
57 92  0.24774  33.69612  0.53899  9.13403  0.21327  3.41150  2.94%  7.47%
58 58  0.41824  20.58569  0.53057  5.81694  0.05119  2.33865  1.17%  2.19%
58 59  0.43397  19.99598  0.51874  5.70423  0.04729  2.36860  1.39%  2.26%
58 60  0.43905  19.90208  0.51548  5.67164  0.04547  2.40714  1.55%  2.20%
58 61  0.41358  21.25237  0.52980  5.90502  0.05662  2.59358  1.35%  3.10%
58 62  0.40669  21.72713  0.53325  5.98100  0.06006  2.67368  1.38%  3.17%
58 63  0.40360  21.96773  0.53285  6.03788  0.06355  2.74552  1.39%  3.12%
58 64  0.27335  29.33889  0.54253  7.82245  0.18412  3.64576  1.31%  2.07%
58 65  0.39893  22.27511  0.52998  6.15831  0.07109  2.84599  1.27%  2.91%
58 66  0.39215  22.67559  0.53432  6.24593  0.07352  2.84775  1.56%  2.88%
58 67  0.37761  23.60154  0.54643  6.38341  0.07596  2.82989  1.39%  3.12%
58 68  0.37353  23.95962  0.55531  6.40322  0.07116  2.73437  1.22%  2.31%
58 69  0.38022  23.70494  0.56075  6.29570  0.05904  2.53431  1.16%  1.40%
58 70  0.47126  18.45095  0.50026  5.64046  0.02848  2.00342  1.60%  1.89%
58 71  0.33707  25.51054  0.55129  6.87875  0.11164  3.11018  0.79%  0.80%
58 72  0.29268  29.94437  0.53801  7.74986  0.16931  3.50443  0.61%  1.49%
58 73  0.23357  35.50880  0.54056  8.89294  0.22587  3.77961  1.08%  3.17%
58 74  0.19271  40.60703  0.54300  9.84035  0.26429  3.94957  1.70%  5.60%
58 75  0.15750  46.72744  0.55067 10.71453  0.29183  4.05951  2.68%  7.76%
58 76  0.15981  46.57289  0.55700 10.59879  0.28319  4.01618  2.38%  7.42%
58 77  0.16878  45.25235  0.56720 10.26258  0.26402  3.91623  1.81%  3.99%
58 78  0.22447  37.65575  0.57058  8.94100  0.20495  3.61319  0.78%  0.83%
58 79  0.32326  27.70740  0.54742  7.38455  0.12932  3.15563  2.05%  3.07%
58 80  0.53428  16.77622  0.42302  5.41596  0.04270  2.36826  2.42%  2.51%
58 81  0.46457  19.18491  0.47396  5.99505  0.06147  2.53562  2.16%  2.20%
58 82  0.41463  21.35761  0.50910  6.43715  0.07627  2.61482  2.10%  2.07%
58 83  0.35822  24.65104  0.54904  6.96180  0.09274  2.73236  1.86%  1.89%
58 84  0.37000  23.99134  0.54394  6.84582  0.08605  2.64654  1.86%  2.02%
58 85  0.40474  22.15355  0.52523  6.49792  0.07004  2.45543  1.93%  2.63%
58 86  0.44825  20.21869  0.49826  6.09841  0.05349  2.22209  1.82%  1.76%
58 87  0.44086  20.60841  0.50347  6.17176  0.05566  2.20940  1.72%  1.65%
58 88  0.36970  24.49488  0.55244  6.82449  0.07786  2.47722  1.54%  1.58%
58 89  0.32120  26.32834  0.58171  7.35226  0.09708  2.65756  1.74%  2.73%
58 90  0.28159  29.48478  0.60364  7.82988  0.11477  2.80300  2.23%  4.22%
58 91  0.40304  21.81727  0.46638  6.94114  0.13057  3.29057  1.13%  1.08%
58 92  0.35618  25.49869  0.47450  7.60057  0.16932  3.54464  1.08%  2.34%
59 59  0.43862  19.71842  0.51282  5.69321  0.04857  2.47163  1.73%  3.06%
59 60  0.41924  20.77078  0.52309  5.87006  0.05768  2.63942  1.69%  3.78%
59 61  0.41044  21.36412  0.52727  5.96096  0.06229  2.73776  1.72%  3.75%
59 62  0.40675  21.66292  0.52740  6.01927  0.06586  2.81305  1.58%  3.60%
59 63  0.40614  21.75405  0.52550  6.05736  0.06836  2.86182  1.44%  3.19%
59 64  0.26258  30.31061  0.53634  8.04965  0.20107  3.76636  1.25%  1.72%
59 65  0.39792  22.31741  0.53123  6.17368  0.07086  2.87266  1.55%  2.61%
59 66  0.38753  22.97820  0.54021  6.27533  0.07227  2.85486  1.57%  2.91%
59 67  0.37739  23.67035  0.54951  6.37268  0.07310  2.82556  1.43%  2.93%
59 68  0.37368  24.01935  0.55706  6.39390  0.06926  2.74210  1.25%  2.21%
59 69  0.37742  23.93235  0.56332  6.32073  0.05926  2.56808  1.16%  1.33%
59 70  0.47224  18.42944  0.49998  5.64328  0.02779  2.02633  1.65%  1.75%
59 71  0.33015  26.05205  0.54928  6.98847  0.12056  3.21213  0.86%  0.91%
59 72  0.27752  31.27084  0.53060  8.07206  0.19188  3.65835  0.53%  1.12%
59 73  0.22049  37.00177  0.53187  9.26105  0.24764  3.91235  1.16%  3.63%
59 74  0.17366  43.65786  0.53893 10.37709  0.28741  4.07597  2.38%  6.77%
59 75  0.15892  46.56948  0.54519 10.73694  0.29589  4.10747  2.62%  7.68%
59 76  0.16809  45.12812  0.55149 10.43242  0.28042  4.03652  2.02%  6.43%
59 77  0.18147  43.17998  0.56207  9.98842  0.25645  3.91545  1.49%  3.65%
59 78  0.23751  36.20463  0.56616  8.70620  0.19633  3.60465  0.83%  0.93%
59 79  0.33054  27.27677  0.54680  7.27105  0.12267  3.14494  1.97%  2.78%
59 80  0.50890  17.58807  0.44475  5.60178  0.04634  2.43349  2.32%  2.40%
59 81  0.44524  20.04030  0.49147  6.13053  0.06329  2.57738  2.04%  2.04%
59 82  0.39946  22.22233  0.52281  6.54705  0.07773  2.65485  1.99%  1.95%
59 83  0.35139  25.22537  0.55630  7.00543  0.09231  2.75861  1.71%  1.76%
59 84  0.36433  24.44909  0.55028  6.87889  0.08539  2.67191  1.68%  1.92%
59 85  0.39234  22.90078  0.53638  6.59160  0.07127  2.49861  1.79%  2.42%
59 86  0.43955  20.63218  0.50664  6.16236  0.05380  2.25774  1.71%  1.63%
59 87  0.43143  21.05808  0.51217  6.24615  0.05641  2.25042  1.56%  1.54%
59 88  0.35789  25.32691  0.56219  6.92889  0.07992  2.52812  1.32%  1.51%
59 89  0.30584  27.59893  0.59305  7.50445  0.10111  2.72247  1.67%  2.77%
59 90  0.27483  30.21209  0.60810  7.90941  0.11707  2.85375  2.12%  4.51%
59 91  0.33955  24.97209  0.48550  7.82655  0.17495  3.57428  0.98%  1.34%
59 92  0.29558  29.59997  0.49254  8.56963  0.21188  3.78214  1.24%  1.65%
60 60  0.41503  20.91130  0.52324  5.92881  0.06173  2.74579  1.83%  3.79%
60 61  0.40995  21.30403  0.52483  5.98821  0.06522  2.82679  1.73%  3.61%
60 62  0.38518  22.75872  0.53268  6.26353  0.08214  3.00242  1.19%  3.91%
60 63  0.38516  22.85406  0.53282  6.28515  0.08202  3.01081  1.20%  3.52%
60 64  0.25709  30.96402  0.53906  8.11638  0.20386  3.80376  1.11%  1.24%
60 65  0.39211  22.66050  0.53874  6.20895  0.06915  2.86679  1.55%  2.61%
60 66  0.38452  23.19708  0.54604  6.28387  0.06944  2.84161  1.56%  2.80%
60 67  0.37618  23.80989  0.55349  6.36586  0.07032  2.81774  1.42%  2.68%
60 68  0.37314  24.11848  0.55963  6.38660  0.06723  2.74558  1.26%  2.09%
60 69  0.37394  24.22239  0.56680  6.34651  0.05927  2.59696  1.14%  1.28%
